1.82	-0.500941	0.000592313	11.3945	0.0624113	83.5783	0.619565
1.83	-0.498352	0.000593569	11.2968	0.0618418	82.9246	0.700943
1.84	-0.496163	0.000573285	11.2002	0.0612544	81.4523	0.630577
1.85	-0.494077	0.000576929	11.1289	0.0598307	80.4495	0.567742
1.86	-0.492124	0.000579723	11.0611	0.0589185	80.1077	0.67787
1.87	-0.489881	0.000572103	10.9772	0.0576463	79.0854	0.608417
1.88	-0.487739	0.000582909	10.9314	0.0586583	78.1548	0.620901
1.89	-0.485585	0.000595407	10.8349	0.0544285	77.4841	0.547406
1.9	-0.483259	0.000543352	10.6983	0.0532463	76.3858	0.572206
1.91	-0.481115	0.000518542	10.628	0.0558789	75.6731	0.531448
1.92	-0.479134	0.000512117	10.5612	0.0613311	75.0492	0.560567
1.93	-0.47697	0.000522556	10.4965	0.0624536	73.9064	0.561954
1.94	-0.474866	0.000535095	10.3818	0.0565887	73.0961	0.524787
1.95	-0.472446	0.000503895	10.2879	0.0585361	72.2011	0.480118
1.96	-0.470243	0.00052553	10.2367	0.0549799	71.5728	0.488278
1.97	-0.468704	0.000525256	10.1477	0.0542982	71.0413	0.437023
1.98	-0.466779	0.000508389	10.1253	0.0560824	70.0656	0.463949
1.99	-0.464985	0.000501242	10.0853	0.0530993	69.5499	0.463342
2.0	-0.46267	0.000534296	9.98414	0.0539641	68.5046	0.485343
